PassengerId,Age,Age_Imputed,Embarked,Embarked_Imputed,Fare,Fare_Imputed,Name,Parch,Pclass,Sex,SibSp,Survived,Ticket,Title,TitleBin,split
217,27.0,False,S,False,7.925,False,"Honkanen, Miss. Eliina",0,3,female,0,1.0,STON/O2. 3101283,Miss,Miss,train
218,42.0,False,S,False,27.0,False,"Jacobsohn, Mr. Sidney Samuel",0,2,male,1,0.0,243847,Mr,Mr,train
219,32.0,False,C,False,76.2917,False,"Bazzani, Miss. Albina",0,1,female,0,1.0,11813,Miss,Miss,train
220,30.0,False,S,False,10.5,False,"Harris, Mr. Walter",0,2,male,0,0.0,W/C 14208,Mr,Mr,train
221,16.0,False,S,False,8.05,False,"Sunderland, Mr. Victor Francis",0,3,male,0,1.0,SOTON/OQ 392089,Mr,Mr,train
222,27.0,False,S,False,13.0,False,"Bracken, Mr. James H",0,2,male,0,0.0,220367,Mr,Mr,train
223,51.0,False,S,False,8.05,False,"Green, Mr. George Henry",0,3,male,0,0.0,21440,Mr,Mr,train
224,30.0,True,S,False,7.8958,False,"Nenkoff, Mr. Christo",0,3,male,0,0.0,349234,Mr,Mr,train
225,38.0,False,S,False,90.0,False,"Hoyt, Mr. Frederick Maxfield",0,1,male,1,1.0,19943,Mr,Mr,train
226,22.0,False,S,False,9.35,False,"Berglund, Mr. Karl Ivar Sven",0,3,male,0,0.0,PP 4348,Mr,Mr,train
227,19.0,False,S,False,10.5,False,"Mellors, Mr. William John",0,2,male,0,1.0,SW/PP 751,Mr,Mr,train
228,20.5,False,S,False,7.25,False,"Lovell, Mr. John Hall (""Henry"")",0,3,male,0,0.0,A/5 21173,Mr,Mr,train
229,18.0,False,S,False,13.0,False,"Fahlstrom, Mr. Arne Jonas",0,2,male,0,0.0,236171,Mr,Mr,train
230,22.0,True,S,False,25.4667,False,"Lefebre, Miss. Mathilde",1,3,female,3,0.0,4133,Miss,Miss,train
231,35.0,False,S,False,83.475,False,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0,1,female,1,1.0,36973,Mrs,Mrs,train
232,29.0,False,S,False,7.775,False,"Larsson, Mr. Bengt Edvin",0,3,male,0,0.0,347067,Mr,Mr,train
233,59.0,False,S,False,13.5,False,"Sjostedt, Mr. Ernst Adolf",0,2,male,0,0.0,237442,Mr,Mr,train
234,5.0,False,S,False,31.3875,False,"Asplund, Miss. Lillian Gertrud",2,3,female,4,1.0,347077,Miss,Miss,train
235,24.0,False,S,False,10.5,False,"Leyson, Mr. Robert William Norman",0,2,male,0,0.0,C.A. 29566,Mr,Mr,train
236,22.0,True,S,False,7.55,False,"Harknett, Miss. Alice Phoebe",0,3,female,0,0.0,W./C. 6609,Miss,Miss,train
237,44.0,False,S,False,26.0,False,"Hold, Mr. Stephen",0,2,male,1,0.0,26707,Mr,Mr,train
238,8.0,False,S,False,26.25,False,"Collyer, Miss. Marjorie ""Lottie""",2,2,female,0,1.0,C.A. 31921,Miss,Miss,train
239,19.0,False,S,False,10.5,False,"Pengelly, Mr. Frederick William",0,2,male,0,0.0,28665,Mr,Mr,train
240,33.0,False,S,False,12.275,False,"Hunt, Mr. George Henry",0,2,male,0,0.0,SCO/W 1585,Mr,Mr,train
241,22.0,True,C,False,14.4542,False,"Zabour, Miss. Thamine",0,3,female,1,0.0,2665,Miss,Miss,train
242,22.0,True,Q,False,15.5,False,"Murphy, Miss. Katherine ""Kate""",0,3,female,1,1.0,367230,Miss,Miss,train
243,29.0,False,S,False,10.5,False,"Coleridge, Mr. Reginald Charles",0,2,male,0,0.0,W./C. 14263,Mr,Mr,train
244,22.0,False,S,False,7.125,False,"Maenpaa, Mr. Matti Alexanteri",0,3,male,0,0.0,STON/O 2. 3101275,Mr,Mr,train
245,30.0,False,C,False,7.225,False,"Attalah, Mr. Sleiman",0,3,male,0,0.0,2694,Mr,Mr,train
246,44.0,False,Q,False,90.0,False,"Minahan, Dr. William Edward",0,1,male,2,0.0,19928,Dr,Mr,train
247,25.0,False,S,False,7.775,False,"Lindahl, Miss. Agda Thorilda Viktoria",0,3,female,0,0.0,347071,Miss,Miss,train
248,24.0,False,S,False,14.5,False,"Hamalainen, Mrs. William (Anna)",2,2,female,0,1.0,250649,Mrs,Mrs,train
249,37.0,False,S,False,52.5542,False,"Beckwith, Mr. Richard Leonard",1,1,male,1,1.0,11751,Mr,Mr,train
250,54.0,False,S,False,26.0,False,"Carter, Rev. Ernest Courtenay",0,2,male,1,0.0,244252,Rev,Mr,train
251,30.0,True,S,False,7.25,False,"Reed, Mr. James George",0,3,male,0,0.0,362316,Mr,Mr,train
252,29.0,False,S,False,10.4625,False,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,3,female,1,0.0,347054,Mrs,Mrs,train
253,62.0,False,S,False,26.55,False,"Stead, Mr. William Thomas",0,1,male,0,0.0,113514,Mr,Mr,train
254,30.0,False,S,False,16.1,False,"Lobb, Mr. William Arthur",0,3,male,1,0.0,A/5. 3336,Mr,Mr,train
255,41.0,False,S,False,20.2125,False,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",2,3,female,0,0.0,370129,Mrs,Mrs,train
256,29.0,False,C,False,15.2458,False,"Touma, Mrs. Darwis (Hanne Youssef Razi)",2,3,female,0,1.0,2650,Mrs,Mrs,train
257,36.0,True,C,False,79.2,False,"Thorne, Mrs. Gertrude Maybelle",0,1,female,0,1.0,PC 17585,Mrs,Mrs,train
258,30.0,False,S,False,86.5,False,"Cherry, Miss. Gladys",0,1,female,0,1.0,110152,Miss,Miss,train
259,35.0,False,C,False,512.3292,False,"Ward, Miss. Anna",0,1,female,0,1.0,PC 17755,Miss,Miss,train
260,50.0,False,S,False,26.0,False,"Parrish, Mrs. (Lutie Davis)",1,2,female,0,1.0,230433,Mrs,Mrs,train
261,30.0,True,Q,False,7.75,False,"Smith, Mr. Thomas",0,3,male,0,0.0,384461,Mr,Mr,train
262,3.0,False,S,False,31.3875,False,"Asplund, Master. Edvin Rojj Felix",2,3,male,4,1.0,347077,Master,Master,train
263,52.0,False,S,False,79.65,False,"Taussig, Mr. Emil",1,1,male,1,0.0,110413,Mr,Mr,train
264,40.0,False,S,False,0.0,False,"Harrison, Mr. William",0,1,male,0,0.0,112059,Mr,Mr,train
265,22.0,True,Q,False,7.75,False,"Henry, Miss. Delia",0,3,female,0,0.0,382649,Miss,Miss,train
266,36.0,False,S,False,10.5,False,"Reeves, Mr. David",0,2,male,0,0.0,C.A. 17248,Mr,Mr,train
267,16.0,False,S,False,39.6875,False,"Panula, Mr. Ernesti Arvid",1,3,male,4,0.0,3101295,Mr,Mr,train
268,25.0,False,S,False,7.775,False,"Persson, Mr. Ernst Ulrik",0,3,male,1,1.0,347083,Mr,Mr,train
269,58.0,False,S,False,153.4625,False,"Graham, Mrs. William Thompson (Edith Junkins)",1,1,female,0,1.0,PC 17582,Mrs,Mrs,train
270,35.0,False,S,False,135.6333,False,"Bissette, Miss. Amelia",0,1,female,0,1.0,PC 17760,Miss,Miss,train
271,30.0,True,S,False,31.0,False,"Cairns, Mr. Alexander",0,1,male,0,0.0,113798,Mr,Mr,train
272,25.0,False,S,False,0.0,False,"Tornquist, Mr. William Henry",0,3,male,0,1.0,LINE,Mr,Mr,train
273,41.0,False,S,False,19.5,False,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,2,female,0,1.0,250644,Mrs,Mrs,train
274,37.0,False,C,False,29.7,False,"Natsch, Mr. Charles H",1,1,male,0,0.0,PC 17596,Mr,Mr,train
275,22.0,True,Q,False,7.75,False,"Healy, Miss. Hanora ""Nora""",0,3,female,0,1.0,370375,Miss,Miss,train
276,63.0,False,S,False,77.9583,False,"Andrews, Miss. Kornelia Theodosia",0,1,female,1,1.0,13502,Miss,Miss,train
277,45.0,False,S,False,7.75,False,"Lindblom, Miss. Augusta Charlotta",0,3,female,0,0.0,347073,Miss,Miss,train
278,30.0,True,S,False,0.0,False,"Parkes, Mr. Francis ""Frank""",0,2,male,0,0.0,239853,Mr,Mr,train
279,7.0,False,Q,False,29.125,False,"Rice, Master. Eric",1,3,male,4,0.0,382652,Master,Master,train
280,35.0,False,S,False,20.25,False,"Abbott, Mrs. Stanton (Rosa Hunt)",1,3,female,1,1.0,C.A. 2673,Mrs,Mrs,train
281,65.0,False,Q,False,7.75,False,"Duane, Mr. Frank",0,3,male,0,0.0,336439,Mr,Mr,train
282,28.0,False,S,False,7.8542,False,"Olsson, Mr. Nils Johan Goransson",0,3,male,0,0.0,347464,Mr,Mr,train
283,16.0,False,S,False,9.5,False,"de Pelsmaeker, Mr. Alfons",0,3,male,0,0.0,345778,Mr,Mr,train
284,19.0,False,S,False,8.05,False,"Dorking, Mr. Edward Arthur",0,3,male,0,1.0,A/5. 10482,Mr,Mr,train
285,30.0,True,S,False,26.0,False,"Smith, Mr. Richard William",0,1,male,0,0.0,113056,Mr,Mr,train
286,33.0,False,C,False,8.6625,False,"Stankovic, Mr. Ivan",0,3,male,0,0.0,349239,Mr,Mr,train
287,30.0,False,S,False,9.5,False,"de Mulder, Mr. Theodore",0,3,male,0,1.0,345774,Mr,Mr,train
288,22.0,False,S,False,7.8958,False,"Naidenoff, Mr. Penko",0,3,male,0,0.0,349206,Mr,Mr,train
289,42.0,False,S,False,13.0,False,"Hosono, Mr. Masabumi",0,2,male,0,1.0,237798,Mr,Mr,train
290,22.0,False,Q,False,7.75,False,"Connolly, Miss. Kate",0,3,female,0,1.0,370373,Miss,Miss,train
291,26.0,False,S,False,78.85,False,"Barber, Miss. Ellen ""Nellie""",0,1,female,0,1.0,19877,Miss,Miss,train
292,19.0,False,C,False,91.0792,False,"Bishop, Mrs. Dickinson H (Helen Walton)",0,1,female,1,1.0,11967,Mrs,Mrs,train
293,36.0,False,C,False,12.875,False,"Levy, Mr. Rene Jacques",0,2,male,0,0.0,SC/Paris 2163,Mr,Mr,train
294,24.0,False,S,False,8.85,False,"Haas, Miss. Aloisia",0,3,female,0,0.0,349236,Miss,Miss,train
295,24.0,False,S,False,7.8958,False,"Mineff, Mr. Ivan",0,3,male,0,0.0,349233,Mr,Mr,train
296,30.0,True,C,False,27.7208,False,"Lewy, Mr. Ervin G",0,1,male,0,0.0,PC 17612,Mr,Mr,train
297,23.5,False,C,False,7.2292,False,"Hanna, Mr. Mansour",0,3,male,0,0.0,2693,Mr,Mr,train
298,2.0,False,S,False,151.55,False,"Allison, Miss. Helen Loraine",2,1,female,1,0.0,113781,Miss,Miss,train
299,30.0,True,S,False,30.5,False,"Saalfeld, Mr. Adolphe",0,1,male,0,1.0,19988,Mr,Mr,train
300,50.0,False,C,False,247.5208,False,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,1,female,0,1.0,PC 17558,Mrs,Mrs,train
301,22.0,True,Q,False,7.75,False,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,3,female,0,1.0,9234,Miss,Miss,train
302,30.0,True,Q,False,23.25,False,"McCoy, Mr. Bernard",0,3,male,2,1.0,367226,Mr,Mr,train
303,19.0,False,S,False,0.0,False,"Johnson, Mr. William Cahoone Jr",0,3,male,0,0.0,LINE,Mr,Mr,train
304,22.0,True,Q,False,12.35,False,"Keane, Miss. Nora A",0,2,female,0,1.0,226593,Miss,Miss,train
305,30.0,True,S,False,8.05,False,"Williams, Mr. Howard Hugh ""Harry""",0,3,male,0,0.0,A/5 2466,Mr,Mr,train
306,0.92,False,S,False,151.55,False,"Allison, Master. Hudson Trevor",2,1,male,1,1.0,113781,Master,Master,train
307,22.0,True,C,False,110.8833,False,"Fleming, Miss. Margaret",0,1,female,0,1.0,17421,Miss,Miss,train
308,17.0,False,C,False,108.9,False,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,1,female,1,1.0,PC 17758,Mrs,Mrs,train
309,30.0,False,C,False,24.0,False,"Abelson, Mr. Samuel",0,2,male,1,0.0,P/PP 3381,Mr,Mr,train
310,30.0,False,C,False,56.9292,False,"Francatelli, Miss. Laura Mabel",0,1,female,0,1.0,PC 17485,Miss,Miss,train
311,24.0,False,C,False,83.1583,False,"Hays, Miss. Margaret Bechstein",0,1,female,0,1.0,11767,Miss,Miss,train
312,18.0,False,C,False,262.375,False,"Ryerson, Miss. Emily Borie",2,1,female,2,1.0,PC 17608,Miss,Miss,train
313,26.0,False,S,False,26.0,False,"Lahtinen, Mrs. William (Anna Sylfven)",1,2,female,1,0.0,250651,Mrs,Mrs,train
314,28.0,False,S,False,7.8958,False,"Hendekovic, Mr. Ignjac",0,3,male,0,0.0,349243,Mr,Mr,train
315,43.0,False,S,False,26.25,False,"Hart, Mr. Benjamin",1,2,male,1,0.0,F.C.C. 13529,Mr,Mr,train
316,26.0,False,S,False,7.8542,False,"Nilsson, Miss. Helmina Josefina",0,3,female,0,1.0,347470,Miss,Miss,train
317,24.0,False,S,False,26.0,False,"Kantor, Mrs. Sinai (Miriam Sternin)",0,2,female,1,1.0,244367,Mrs,Mrs,train
318,54.0,False,S,False,14.0,False,"Moraweck, Dr. Ernest",0,2,male,0,0.0,29011,Dr,Mr,train
319,31.0,False,S,False,164.8667,False,"Wick, Miss. Mary Natalie",2,1,female,0,1.0,36928,Miss,Miss,train
320,40.0,False,C,False,134.5,False,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,1,female,1,1.0,16966,Mrs,Mrs,train
321,22.0,False,S,False,7.25,False,"Dennis, Mr. Samuel",0,3,male,0,0.0,A/5 21172,Mr,Mr,train
322,27.0,False,S,False,7.8958,False,"Danoff, Mr. Yoto",0,3,male,0,0.0,349219,Mr,Mr,train
323,30.0,False,Q,False,12.35,False,"Slayter, Miss. Hilda Mary",0,2,female,0,1.0,234818,Miss,Miss,train
324,22.0,False,S,False,29.0,False,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,2,female,1,1.0,248738,Mrs,Mrs,train
325,30.0,True,S,False,69.55,False,"Sage, Mr. George John Jr",2,3,male,8,0.0,CA. 2343,Mr,Mr,train
326,36.0,False,C,False,135.6333,False,"Young, Miss. Marie Grice",0,1,female,0,1.0,PC 17760,Miss,Miss,train
327,61.0,False,S,False,6.2375,False,"Nysveen, Mr. Johan Hansen",0,3,male,0,0.0,345364,Mr,Mr,train
328,36.0,False,S,False,13.0,False,"Ball, Mrs. (Ada E Hall)",0,2,female,0,1.0,28551,Mrs,Mrs,train
329,31.0,False,S,False,20.525,False,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,3,female,1,1.0,363291,Mrs,Mrs,train
330,16.0,False,C,False,57.9792,False,"Hippach, Miss. Jean Gertrude",1,1,female,0,1.0,111361,Miss,Miss,train
331,22.0,True,Q,False,23.25,False,"McCoy, Miss. Agnes",0,3,female,2,1.0,367226,Miss,Miss,train
332,45.5,False,S,False,28.5,False,"Partner, Mr. Austen",0,1,male,0,0.0,113043,Mr,Mr,train
333,38.0,False,S,False,153.4625,False,"Graham, Mr. George Edward",1,1,male,0,0.0,PC 17582,Mr,Mr,train
334,16.0,False,S,False,18.0,False,"Vander Planke, Mr. Leo Edmondus",0,3,male,2,0.0,345764,Mr,Mr,train
335,36.0,True,S,False,133.65,False,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,1,female,1,1.0,PC 17611,Mrs,Mrs,train
336,30.0,True,S,False,7.8958,False,"Denkoff, Mr. Mitto",0,3,male,0,0.0,349225,Mr,Mr,train
337,29.0,False,S,False,66.6,False,"Pears, Mr. Thomas Clinton",0,1,male,1,0.0,113776,Mr,Mr,train
338,41.0,False,C,False,134.5,False,"Burns, Miss. Elizabeth Margaret",0,1,female,0,1.0,16966,Miss,Miss,train
339,45.0,False,S,False,8.05,False,"Dahl, Mr. Karl Edwart",0,3,male,0,1.0,7598,Mr,Mr,train
340,45.0,False,S,False,35.5,False,"Blackwell, Mr. Stephen Weart",0,1,male,0,0.0,113784,Mr,Mr,train
341,2.0,False,S,False,26.0,False,"Navratil, Master. Edmond Roger",1,2,male,1,1.0,230080,Master,Master,train
342,24.0,False,S,False,263.0,False,"Fortune, Miss. Alice Elizabeth",2,1,female,3,1.0,19950,Miss,Miss,train
343,28.0,False,S,False,13.0,False,"Collander, Mr. Erik Gustaf",0,2,male,0,0.0,248740,Mr,Mr,train
344,25.0,False,S,False,13.0,False,"Sedgwick, Mr. Charles Frederick Waddington",0,2,male,0,0.0,244361,Mr,Mr,train
345,36.0,False,S,False,13.0,False,"Fox, Mr. Stanley Hubert",0,2,male,0,0.0,229236,Mr,Mr,train
346,24.0,False,S,False,13.0,False,"Brown, Miss. Amelia ""Mildred""",0,2,female,0,1.0,248733,Miss,Miss,train
347,40.0,False,S,False,13.0,False,"Smith, Miss. Marion Elsie",0,2,female,0,1.0,31418,Miss,Miss,train
348,36.0,True,S,False,16.1,False,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,3,female,1,1.0,386525,Mrs,Mrs,train
349,3.0,False,S,False,15.9,False,"Coutts, Master. William Loch ""William""",1,3,male,1,1.0,C.A. 37671,Master,Master,train
350,42.0,False,S,False,8.6625,False,"Dimic, Mr. Jovan",0,3,male,0,0.0,315088,Mr,Mr,train
351,23.0,False,S,False,9.225,False,"Odahl, Mr. Nils Martin",0,3,male,0,0.0,7267,Mr,Mr,train
352,30.0,True,S,False,35.0,False,"Williams-Lambert, Mr. Fletcher Fellows",0,1,male,0,0.0,113510,Mr,Mr,train
353,15.0,False,C,False,7.2292,False,"Elias, Mr. Tannous",1,3,male,1,0.0,2695,Mr,Mr,train
354,25.0,False,S,False,17.8,False,"Arnold-Franchi, Mr. Josef",0,3,male,1,0.0,349237,Mr,Mr,train
355,30.0,True,C,False,7.225,False,"Yousif, Mr. Wazli",0,3,male,0,0.0,2647,Mr,Mr,train
356,28.0,False,S,False,9.5,False,"Vanden Steen, Mr. Leo Peter",0,3,male,0,0.0,345783,Mr,Mr,train
357,22.0,False,S,False,55.0,False,"Bowerman, Miss. Elsie Edith",1,1,female,0,1.0,113505,Miss,Miss,train
358,38.0,False,S,False,13.0,False,"Funk, Miss. Annie Clemmer",0,2,female,0,0.0,237671,Miss,Miss,train
359,22.0,True,Q,False,7.8792,False,"McGovern, Miss. Mary",0,3,female,0,1.0,330931,Miss,Miss,train
360,22.0,True,Q,False,7.8792,False,"Mockler, Miss. Helen Mary ""Ellie""",0,3,female,0,1.0,330980,Miss,Miss,train
361,40.0,False,S,False,27.9,False,"Skoog, Mr. Wilhelm",4,3,male,1,0.0,347088,Mr,Mr,train
362,29.0,False,C,False,27.7208,False,"del Carlo, Mr. Sebastiano",0,2,male,1,0.0,SC/PARIS 2167,Mr,Mr,train
363,45.0,False,C,False,14.4542,False,"Barbara, Mrs. (Catherine David)",1,3,female,0,0.0,2691,Mrs,Mrs,train
364,35.0,False,S,False,7.05,False,"Asim, Mr. Adola",0,3,male,0,0.0,SOTON/O.Q. 3101310,Mr,Mr,train
365,30.0,True,Q,False,15.5,False,"O'Brien, Mr. Thomas",0,3,male,1,0.0,370365,Mr,Mr,train
366,30.0,False,S,False,7.25,False,"Adahl, Mr. Mauritz Nils Martin",0,3,male,0,0.0,C 7076,Mr,Mr,train
367,60.0,False,C,False,75.25,False,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,1,female,1,1.0,110813,Mrs,Mrs,train
368,36.0,True,C,False,7.2292,False,"Moussa, Mrs. (Mantoura Boulos)",0,3,female,0,1.0,2626,Mrs,Mrs,train
369,22.0,True,Q,False,7.75,False,"Jermyn, Miss. Annie",0,3,female,0,1.0,14313,Miss,Miss,train
370,24.0,False,C,False,69.3,False,"Aubart, Mme. Leontine Pauline",0,1,female,0,1.0,PC 17477,Mme,Miss,train
371,25.0,False,C,False,55.4417,False,"Harder, Mr. George Achilles",0,1,male,1,1.0,11765,Mr,Mr,train
372,18.0,False,S,False,6.4958,False,"Wiklund, Mr. Jakob Alfred",0,3,male,1,0.0,3101267,Mr,Mr,train
373,19.0,False,S,False,8.05,False,"Beavan, Mr. William Thomas",0,3,male,0,0.0,323951,Mr,Mr,train
374,22.0,False,C,False,135.6333,False,"Ringhini, Mr. Sante",0,1,male,0,0.0,PC 17760,Mr,Mr,train
375,3.0,False,S,False,21.075,False,"Palsson, Miss. Stina Viola",1,3,female,3,0.0,349909,Miss,Miss,train
376,36.0,True,C,False,82.1708,False,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,1,female,1,1.0,PC 17604,Mrs,Mrs,train
377,22.0,False,S,False,7.25,False,"Landergren, Miss. Aurora Adelia",0,3,female,0,1.0,C 7077,Miss,Miss,train
378,27.0,False,C,False,211.5,False,"Widener, Mr. Harry Elkins",2,1,male,0,0.0,113503,Mr,Mr,train
379,20.0,False,C,False,4.0125,False,"Betros, Mr. Tannous",0,3,male,0,0.0,2648,Mr,Mr,train
380,19.0,False,S,False,7.775,False,"Gustafsson, Mr. Karl Gideon",0,3,male,0,0.0,347069,Mr,Mr,train
381,42.0,False,C,False,227.525,False,"Bidois, Miss. Rosalie",0,1,female,0,1.0,PC 17757,Miss,Miss,train
382,1.0,False,C,False,15.7417,False,"Nakid, Miss. Maria (""Mary"")",2,3,female,0,1.0,2653,Miss,Miss,train
383,32.0,False,S,False,7.925,False,"Tikkanen, Mr. Juho",0,3,male,0,0.0,STON/O 2. 3101293,Mr,Mr,train
384,35.0,False,S,False,52.0,False,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,1,female,1,1.0,113789,Mrs,Mrs,train
385,30.0,True,S,False,7.8958,False,"Plotcharsky, Mr. Vasil",0,3,male,0,0.0,349227,Mr,Mr,train
386,18.0,False,S,False,73.5,False,"Davies, Mr. Charles Henry",0,2,male,0,0.0,S.O.C. 14879,Mr,Mr,train
387,1.0,False,S,False,46.9,False,"Goodwin, Master. Sidney Leonard",2,3,male,5,0.0,CA 2144,Master,Master,train
388,36.0,False,S,False,13.0,False,"Buss, Miss. Kate",0,2,female,0,1.0,27849,Miss,Miss,train
389,30.0,True,Q,False,7.7292,False,"Sadlier, Mr. Matthew",0,3,male,0,0.0,367655,Mr,Mr,train
390,17.0,False,C,False,12.0,False,"Lehmann, Miss. Bertha",0,2,female,0,1.0,SC 1748,Miss,Miss,train
391,36.0,False,S,False,120.0,False,"Carter, Mr. William Ernest",2,1,male,1,1.0,113760,Mr,Mr,train
392,21.0,False,S,False,7.7958,False,"Jansson, Mr. Carl Olof",0,3,male,0,1.0,350034,Mr,Mr,train
393,28.0,False,S,False,7.925,False,"Gustafsson, Mr. Johan Birger",0,3,male,2,0.0,3101277,Mr,Mr,train
394,23.0,False,C,False,113.275,False,"Newell, Miss. Marjorie",0,1,female,1,1.0,35273,Miss,Miss,train
395,24.0,False,S,False,16.7,False,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",2,3,female,0,1.0,PP 9549,Mrs,Mrs,train
396,22.0,False,S,False,7.7958,False,"Johansson, Mr. Erik",0,3,male,0,0.0,350052,Mr,Mr,train
397,31.0,False,S,False,7.8542,False,"Olsson, Miss. Elina",0,3,female,0,0.0,350407,Miss,Miss,train
398,46.0,False,S,False,26.0,False,"McKane, Mr. Peter David",0,2,male,0,0.0,28403,Mr,Mr,train
399,23.0,False,S,False,10.5,False,"Pain, Dr. Alfred",0,2,male,0,0.0,244278,Dr,Mr,train
400,28.0,False,S,False,12.65,False,"Trout, Mrs. William H (Jessie L)",0,2,female,0,1.0,240929,Mrs,Mrs,train
401,39.0,False,S,False,7.925,False,"Niskanen, Mr. Juha",0,3,male,0,1.0,STON/O 2. 3101289,Mr,Mr,train
402,26.0,False,S,False,8.05,False,"Adams, Mr. John",0,3,male,0,0.0,341826,Mr,Mr,train
403,21.0,False,S,False,9.825,False,"Jussila, Miss. Mari Aina",0,3,female,1,0.0,4137,Miss,Miss,train
404,28.0,False,S,False,15.85,False,"Hakkarainen, Mr. Pekka Pietari",0,3,male,1,0.0,STON/O2. 3101279,Mr,Mr,train
405,20.0,False,S,False,8.6625,False,"Oreskovic, Miss. Marija",0,3,female,0,0.0,315096,Miss,Miss,train
406,34.0,False,S,False,21.0,False,"Gale, Mr. Shadrach",0,2,male,1,0.0,28664,Mr,Mr,train
407,51.0,False,S,False,7.75,False,"Widegren, Mr. Carl (Charles Peter)",0,3,male,0,0.0,347064,Mr,Mr,train
408,3.0,False,S,False,18.75,False,"Richards, Master. William Rowe",1,2,male,1,1.0,29106,Master,Master,train
409,21.0,False,S,False,7.775,False,"Birkeland, Mr. Hans Martin Monsen",0,3,male,0,0.0,312992,Mr,Mr,train
410,22.0,True,S,False,25.4667,False,"Lefebre, Miss. Ida",1,3,female,3,0.0,4133,Miss,Miss,train
411,30.0,True,S,False,7.8958,False,"Sdycoff, Mr. Todor",0,3,male,0,0.0,349222,Mr,Mr,train
412,30.0,True,Q,False,6.8583,False,"Hart, Mr. Henry",0,3,male,0,0.0,394140,Mr,Mr,train
413,33.0,False,Q,False,90.0,False,"Minahan, Miss. Daisy E",0,1,female,1,1.0,19928,Miss,Miss,train
414,30.0,True,S,False,0.0,False,"Cunningham, Mr. Alfred Fleming",0,2,male,0,0.0,239853,Mr,Mr,train
415,44.0,False,S,False,7.925,False,"Sundman, Mr. Johan Julian",0,3,male,0,1.0,STON/O 2. 3101269,Mr,Mr,train
416,36.0,True,S,False,8.05,False,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,3,female,0,0.0,343095,Mrs,Mrs,train
417,34.0,False,S,False,32.5,False,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,2,female,1,1.0,28220,Mrs,Mrs,train
418,18.0,False,S,False,13.0,False,"Silven, Miss. Lyyli Karoliina",2,2,female,0,1.0,250652,Miss,Miss,train
419,30.0,False,S,False,13.0,False,"Matthews, Mr. William John",0,2,male,0,0.0,28228,Mr,Mr,train
420,10.0,False,S,False,24.15,False,"Van Impe, Miss. Catharina",2,3,female,0,0.0,345773,Miss,Miss,train
421,30.0,True,C,False,7.8958,False,"Gheorgheff, Mr. Stanio",0,3,male,0,0.0,349254,Mr,Mr,train
422,21.0,False,Q,False,7.7333,False,"Charters, Mr. David",0,3,male,0,0.0,A/5. 13032,Mr,Mr,train
423,29.0,False,S,False,7.875,False,"Zimmerman, Mr. Leo",0,3,male,0,0.0,315082,Mr,Mr,train
424,28.0,False,S,False,14.4,False,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,3,female,1,0.0,347080,Mrs,Mrs,train
425,18.0,False,S,False,20.2125,False,"Rosblom, Mr. Viktor Richard",1,3,male,1,0.0,370129,Mr,Mr,train
426,30.0,True,S,False,7.25,False,"Wiseman, Mr. Phillippe",0,3,male,0,0.0,A/4. 34244,Mr,Mr,train
427,28.0,False,S,False,26.0,False,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,2,female,1,1.0,2003,Mrs,Mrs,train
428,19.0,False,S,False,26.0,False,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,2,female,0,1.0,250655,Miss,Miss,train
429,30.0,True,Q,False,7.75,False,"Flynn, Mr. James",0,3,male,0,0.0,364851,Mr,Mr,train
430,32.0,False,S,False,8.05,False,"Pickard, Mr. Berk (Berk Trembisky)",0,3,male,0,1.0,SOTON/O.Q. 392078,Mr,Mr,train
431,28.0,False,S,False,26.55,False,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,1,male,0,1.0,110564,Mr,Mr,train
432,36.0,True,S,False,16.1,False,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,3,female,1,1.0,376564,Mrs,Mrs,train
433,42.0,False,S,False,26.0,False,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,2,female,1,1.0,SC/AH 3085,Mrs,Mrs,train
